Number ,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
3187,M & A BEER HOLDINGS LIMITED,46730,"14,246","13,453","14,868","16,194","16,389","17,469","19,681","21,386","20,029","23,938"
3188,DOVES FARM FOODS LIMITED,10720,"13,496","14,406","15,622","16,124","17,278","17,207","17,844","18,760","22,941","23,936"
3189,SHAFTESBURY INVESTMENTS LIMITED,68100,"2,213","1,536","1,862","2,845","3,758","3,280","3,600","4,726","3,698","3,258"
3190,VIC YOUNG (SOUTH SHIELDS) LIMITED,45111,"18,686","20,702","21,193","21,971","22,905","20,916","18,767","18,990","18,800","23,926"
3191,BAERLOCHER UK LIMITED,20140,"13,797","13,481","13,813","15,313","17,044","20,243","20,826","19,704","18,323","23,923"
3192,GLENKRAG LIMITED,46900,"9,134","9,523","10,585","11,381","12,115","13,817","14,006","15,931","19,423","23,919"
3193,SEACON GROUP LIMITED,52290,"30,461","23,121","17,513","17,423","16,791","14,139","16,647","19,729","17,453","19,445"
3194,TODD & DUNCAN LIMITED,13100,"25,231","27,727","23,800","27,925","23,116","24,837","27,363","27,629","21,060","23,909"
3195,MORTON FRASER LLP,69102,"14,110","13,635","16,863","18,143","19,373","19,856","21,887","21,841","24,252","20,578"
3196,NATIONAL GRID TELECOMS LIMITED,61100,"21,496","23,974","26,349","25,934","24,553","24,082","24,162","25,161","26,227",n.a.
3197,LUBBERS (UK) LIMITED,49410,"17,852","21,636","24,479","17,026","15,744","18,374","21,202","24,450","17,091","23,895"
3198,BOMFORD TURNER LIMITED,28302,"15,447","14,998","18,386","18,528","15,331","17,773","22,275","22,216","17,725","23,892"
3199,ROTAMEAD LIMITED,46900,"7,655","8,339","12,553","16,345","16,913","15,303","14,445","15,833","16,785","24,528"
3200,RSA FILMS LIMITED,59111,"30,725","21,941","23,067","23,370","19,356","18,471","19,866","20,253","18,322","23,889"
3201,EUROPEAN BRAKING SYSTEMS LTD,45310,"11,452","14,023","15,933","16,535","16,329","18,895","19,292","18,518","18,333","18,284"
3202,RHOKETT LIMITED,10890,"8,605","8,306","8,604","11,456","11,917","17,162","21,673","20,648","20,072","22,504"
3203,ELECTRONIC TEMPERATURE INSTRUMENTS LIMITED,26511,"8,841","9,596","10,560","11,921","13,170","13,550","14,803","17,211","19,119","23,886"
3204,MOGUNTIA FOOD INGREDIENTS UK LIMITED,10840,"10,714","9,665","10,904","12,391","11,690","12,620","17,377","21,462","21,005","23,881"
3205,ENGAGE ESM LTD,62090,"12,127","12,189","12,692","12,013","20,416","19,107","22,856","19,324","20,263","23,879"
3206,HELLO LIMITED,58142,"25,916","24,320","28,530","23,743","23,198","17,504","22,677","22,790","20,249","23,875"
3207,TWO SIGMA INTERNATIONAL LIMITED,64999,"2,478","2,886","4,491","6,849","10,153","15,145","16,911","15,306","18,317","23,873"
3208,UNITED TYRE COMPANY LIMITED,45310,"32,123","24,174","21,861","17,002","15,034","14,274","20,181","21,029","19,306","23,860"
3209,YKK EUROPE LIMITED,82990,"16,688","17,063","17,731","18,239","21,019","22,443","25,000","27,742","30,167","22,533"
3210,JACUZZI SPA AND BATH LIMITED,46740,n.a.,"5,851","8,272","10,216","11,214","13,551","14,920","15,426","15,445","23,844"
3211,KOOKABURRA LIMITED,10120,"15,886","17,674","24,457","22,819","20,862","23,347","22,702","22,556","21,636","23,841"
3212,BRANDMILE LIMITED,10130,"15,886","17,674","24,457","22,819","20,862","23,347","22,702","22,556","21,636","23,841"
3213,DWK LIFE SCIENCES LIMITED,22290,"11,418","11,473","11,223","11,078","16,937","20,806","22,362","24,273","20,310","20,984"
3214,BROKER DIRECT PLC,66190,"19,579","18,086","17,519","18,917","19,710","20,356","18,756","22,466","23,723","23,825"
3215,GOLDER ASSOCIATES (UK) LIMITED,74909,"30,758","26,362","21,407","23,434","17,064","18,232","20,119","20,405","20,150","23,824"
3216,FINEGROVE HOLDINGS LIMITED,70100,"13,434","14,854","13,585","12,909","16,379","18,559","20,403","21,590","24,035","23,819"
3217,DIAMOND CORRUGATED CASES LIMITED,17219,"12,240","12,867","14,293","14,570","14,259","15,845","17,908","20,445","20,143","18,152"
3218,BUSHBOARD LIMITED,31020,"20,782","20,565","24,369","24,031","25,350","27,702","25,728","24,860","18,987","23,811"
3219,FIRST TECH LIMITED,70229,"14,860","18,552","24,610","13,486","7,069","9,142","24,330","17,147","20,646","23,463"
3220,MCANDREW LIMITED,82990,,"14,731","12,535","13,425","18,075","20,304","20,738","22,206","21,500","23,809"
3221,ACCESS HIRE NATIONWIDE LIMITED,77120,"7,716","8,238","8,677","9,346","9,727","10,145","11,198","11,812","13,587","18,657"
3222,SWARCO UK LIMITED,28990,"28,567","30,011","7,123","7,279","5,077","5,292","8,396","12,685","16,937","23,807"
3223,LMG JEWELLERY LIMITED,82990,"41,285","48,714","41,584","39,068","36,063","44,120","41,284","39,136","27,967","23,806"
3224,SARGENTS BAKERIES LIMITED,10710,,"8,962","11,163","3,285","13,444","13,057","15,465","20,360","23,495","23,796"
3225,MASTEROAST COFFEE CO. LIMITED,46370,"12,203","12,297","14,814","16,951","18,290","19,650","22,457","24,438","17,679","23,783"
3226,JOHN ADAMS LEISURE LIMITED,46900,"16,169","20,190","25,117","28,165","30,730","29,623","24,319","18,572","25,523","23,780"
3227,ASSISI PET CARE LIMITED,46180,"14,303","17,634","20,426","22,147","21,184","20,989","20,517","21,652","23,164",n.a.
3228,EDMO LIMITED,25990,"13,385","13,483","19,717","18,469","17,469","24,110","29,736","20,722","18,034","23,778"
3229,DUFF MORGAN & VERMONT (HOLDINGS) LIMITED,45111,"25,290","28,101","29,524","32,504","34,808","36,641","35,631","36,762","27,167","23,777"
3230,DUFF MORGAN & VERMONT LIMITED,45111,"25,290","28,101","29,524","32,504","34,808","36,641","35,631","36,762","27,167","23,777"
3231,JOHN MULHOLLAND MOTORS LIMITED,45111,"20,778","24,502","29,413","30,452","35,588","37,340","37,896","36,538","29,292","23,766"
3232,AUTOCLENZ LIMITED,82990,"22,634","26,366","29,867","31,510","34,068","37,269","36,539","36,758","23,066","23,764"
3233,R.V.W. PUGH LTD.,46610,"18,622","18,963","15,994","18,457","16,858","19,406","24,275","24,468","24,259","28,600"
3234,CURTIS DEVELOPMENTS LTD.,45111,"17,925","17,194","20,863","18,950","19,528","20,719","21,332","22,425","18,304","23,166"
3235,VALMONT STAINTON LIMITED,25110,"15,970","15,622","18,830","14,389","12,731","11,752","11,220","11,098","21,444","23,745"
3236,CES QUARRY PRODUCTS LIMITED,8990,"9,979","9,545","7,464","8,351","10,747","14,544","15,540","17,544","16,842","20,795"
3237,SOUTHDOWNS MOTOR CARAVANS & HORSEBOXES LIMITED,45190,"11,800","10,649","15,953","17,458","21,328","20,484","22,693","21,426","20,732","23,732"
3238,D. STOKER GROUP LIMITED,45111,"20,490","22,333","23,084","22,782","24,568","22,294","24,342","28,605","21,440","23,731"
3239,CALDWELLS LIMITED,25990,"14,174","13,855","12,559","14,992","13,674","15,091","15,348","16,285","16,195","15,645"
3240,"JOHN CHORLEY & COMPANY,LIMITED",25990,"14,025","13,793","12,559","14,992","13,674","15,091","15,348","16,285","16,195","15,645"
3241,SEATRONICS LIMITED,46140,"27,874","34,513","34,124","23,002","17,195","17,584","22,296","24,298","20,472","23,723"
3242,HUEGLI UK LTD.,10890,"19,013","20,009","19,835","20,000","18,863","18,824","20,679","22,539","26,838","23,721"
3243,ALPHASENSE LIMITED,26511,"11,431","11,587","12,335","11,649","10,780","12,610","16,954","19,716","21,281","17,787"
3244,ARCESE UK LIMITED,49410,"23,680","24,079","23,024","19,147","18,727","22,089","24,962","22,999","19,327","23,709"
3245,CAROUSEL LOGISTICS LIMITED,49410,"16,747","13,685","16,318","16,800","21,436","25,317","26,114","28,192","24,488","23,705"
3246,PENDRAGON FINANCE AND INSURANCE SERVICES LIMITED,,"14,624","17,509","19,983","22,252","26,740","34,539","32,763","32,156","16,942","23,704"
3247,NAPP LABORATORIES LIMITED,46460,"41,626","39,129","35,625","30,576","30,381","31,627","26,857","24,325","23,919","23,699"
3248,SPALDINGS LIMITED,1610,n.a.,"31,097","26,676","25,071","23,295","24,780","26,814","27,876","25,266","24,586"
3249,OLIVE BUSINESS SOLUTIONS LIMITED,61900,,"11,940","17,591","28,690","28,585","28,257","31,268","28,903","31,577","21,720"
3250,UNIVERSAL PICTURES INTERNATIONAL ENTERTAINMENT LIMITED,70100,"44,118","35,993","38,194","32,629","25,406","22,407","23,755","21,129","20,374","23,693"
3251,PCS BUSINESS SYSTEMS LIMITED,62090,"20,351","20,338","25,712","24,857","24,060","24,667","22,429","25,130","22,882","20,898"
3252,IKM TESTING UK LIMITED,71129,"22,391","27,577","20,319","15,891","15,298","17,723","22,029","24,467","19,432","23,689"
3253,GRAYLAW INTERNATIONAL FREIGHT GROUP LIMITED,49410,"24,388","15,796","24,744","16,102","16,123","18,332","19,177","19,881","19,382","20,630"
3254,JEPPESEN U.K. LIMITED,96090,"23,891","25,708","23,493","24,329","25,453","24,613","25,635","25,846","27,418","23,685"
3255,AGRICULTURAL MACHINERY (NANTWICH) LIMITED,45190,"18,380","16,094","13,716","15,765","14,967","15,658","19,624","22,137","24,235","23,685"
3256,SIX TOWN HOUSING LIMITED,98000,"14,249","14,470","14,896","16,518","17,042","19,115","19,909","20,156","20,807","20,167"
3257,JAM RECRUITMENT LIMITED,78109,"14,721","17,473","19,524","21,199","28,118","29,392","31,348","35,383","34,550","28,891"
3258,DEVON CONTRACTORS LIMITED,41201,"9,499","10,542","18,309","15,063","17,723","13,097","21,918","21,257","20,602","23,673"
3259,WFEL LIMITED,28990,"39,658","51,963","55,213","39,717","34,607","44,376","45,506","17,855","14,911","23,672"
3260,NORTHWARDS LTD.,49410,"7,999","10,984","12,685","12,558","11,891","13,522","14,445","15,806","18,273","21,061"
3261,ATLANTIC PLASTICS LIMITED,20160,"23,240","20,443","30,017","26,179","23,280","24,376","23,983","26,442","19,368","23,666"
3262,OPENTABLE INTERNATIONAL LIMITED,82990,"9,202","14,379","21,051","26,135","29,832","27,065","27,899","26,718","20,015","23,665"
3263,HEVAC LIMITED,25620,"12,074","10,158","14,348","17,704","21,744","20,398","22,349","19,796","21,818","23,659"
3264,BEERS TIMBER & BUILDING SUPPLIES LIMITED,46730,"11,883","12,331","14,868","16,192","16,389","17,469","19,679","21,170","19,802","23,657"
3265,MAREL GB LTD,46140,"15,858","15,141","16,072","17,340","18,224","19,251","22,467","22,112","20,510","23,656"
3266,GENEVA IRELAND FINANCIAL TRADING LIMITED,64,"4,962","6,089","11,648","15,095","9,826","12,935","11,634","14,966","39,536","23,648"
3267,BERSHKA UK LIMITED,47710,"12,764","13,804","16,410","16,637","16,409","19,750","24,932","28,616","29,254","23,645"
3268,CEMBRE LTD.,27900,"15,621","17,824","18,033","15,399","16,152","16,645","18,600","18,848","16,505","21,211"
3269,EASBY ELECTRONICS LIMITED,46520,"7,735","7,688","8,502","9,694","10,721","12,803","18,863","17,233","15,902","23,642"
3270,NEW CENTURY FOODS LIMITED,10110,"26,526","24,103","22,068","24,124","25,413","35,315","30,289","29,448","31,438","23,640"
3271,MARKETTIERS4DC LIMITED,70210,"8,148","8,394","8,828","9,988","9,803","10,197","11,578","13,025","15,753","23,639"
3272,PETERS & PETERS SOLICITORS LLP,69102,"10,750","10,973","11,963","11,243","11,304","12,369","15,809","19,871","22,068","31,739"
3273,HIGHLANDER COMPUTING SOLUTIONS LIMITED,62020,"11,555","14,703","17,464","19,558","22,130","20,118","20,035","31,778","19,389","19,483"
3274,DISPLAYPLAN HOLDINGS LIMITED,46900,"19,968","16,502","14,641","16,402","20,382","11,904","11,073","14,779","18,006","23,622"
3275,TANGMERE AIRFIELD NURSERIES LTD,1130,"33,396","32,442","30,500","27,591","27,282","23,318","24,949","23,585","23,762","23,622"
3276,NO CLIMB PRODUCTS LIMITED,32990,"8,446","9,546","10,937","10,949","12,180","13,997","16,779","19,198","21,382","18,832"
3277,FEILO SYLVANIA UK LIMITED,46470,"9,697","9,561","9,776","8,712","9,686","8,263","7,491","11,017","19,314","23,618"
3278,ABIRD LIMITED,77320,"8,237","9,838","15,321","19,655","20,698","19,457","21,660","23,388","19,062",n.a.
3279,ARCELORMITTAL SHEFFIELD LIMITED,25930,"12,760","13,261","12,700","11,845","11,847","13,505","14,907","17,252","17,864","23,613"
3280,BRITANIACREST RECYCLING LIMITED,38320,"9,854","12,352","13,232","15,311","18,349","19,725","21,199","21,457","17,637","16,677"
3281,THE REAL YORKSHIRE PUDDING CO LIMITED,10890,"7,376","8,390","8,526","8,385","9,361","11,030","13,010","12,770","15,261","19,760"
3282,TOTAL ASSIST HOLDINGS LIMITED,78200,"16,866","19,810","22,161","25,655","29,739","32,028","33,945","31,201","23,352","23,606"
3283,TORCH PARTNERS LIMITED,64999,"6,079","5,053","6,686","5,738","5,028","7,299","10,136","12,753","7,664","23,604"
3284,HELMET INTEGRATED SYSTEMS LIMITED,32990,"13,243","13,718","14,202","15,902","12,350","13,357","15,168","16,573","22,895","23,600"
3285,BANGO PLC,62090,"15,595","8,788","5,094","3,200","2,624","4,152","6,620","9,310","12,165","15,296"
3286,T.W. ENGINEERING COMPANY LIMITED,16290,,"9,521","11,242","11,982","12,732","15,812","15,962","20,198","21,081","23,589"
3287,HARSCO RAIL LIMITED,82990,"19,130","26,854","22,279","22,540","22,621","24,518","17,454","15,228","18,857","23,585"
3288,MYCOM (UK) LIMITED,61300,"4,911","6,869","10,337","12,700","16,177","17,821","23,834","29,440","23,467","23,585"
3289,OPPENHEIMER EUROPE LTD.,64999,"12,809","12,783","17,709","18,334","21,520","17,481","13,484","15,452","20,799","21,564"
3290,KENT EXPRESS LIMITED,46900,"17,321","16,802","17,714","17,273","16,735","16,652","16,593","19,627","16,590","23,580"
3291,KENDRICK HOMES LIMITED,41202,"17,448","27,507","22,012","15,519","16,769","15,700","31,785","27,538","20,567","29,909"
3292,SMCP UK LIMITED,47710,"11,174","16,598","22,648","25,445","28,663","36,136","38,283","40,678","17,718","23,576"
3293,SWISS STEEL UK LTD.,46720,"43,666","37,193","35,483","25,673","17,624","18,940","20,367","21,006","17,173","23,575"
3294,BISCHOF & KLEIN (UK) LIMITED,22220,"18,200","22,172","21,948","21,171","21,121","23,095","24,565","22,910","22,431","23,575"
3295,LINDAM LIMITED,46499,"22,914","18,355","15,874","18,207","16,694","15,573","13,165","12,153","21,966","23,573"
3296,MUNCHKIN UK TRADING COMPANY LTD,,"22,914","18,355","15,874","18,207","16,694","15,573","13,165","12,153","21,966","23,573"
3297,KOHLER UNINTERRUPTIBLE POWER LIMITED,74909,"18,880","16,708","17,627","19,227","18,829","20,557","19,836","21,836","20,492","23,572"
3298,CHEETHAM HILL CONSTRUCTION LIMITED,42910,"27,343","29,429","23,741","22,996","21,705","16,764","25,992","21,298","17,629","22,416"
3299,DRILLWAVE LIMITED,42990,"27,343","29,430","23,741","22,996","21,705","16,764","25,992","21,298","17,629","22,416"
3300,IMAGO PUBLISHING LIMITED,58110,"24,250","24,475","20,366","20,547","25,902","21,068","18,993","17,448","16,380","23,568"
3301,RADWELL INTERNATIONAL- UK LIMITED,32990,,"7,129","10,455","13,578","13,917","14,477","15,857","16,074","17,131","23,555"
3302,NIELSEN MEDIA RESEARCH LIMITED,73110,"10,922","13,037","13,671","8,667","7,773","3,874","3,607","2,933","9,177","23,549"
3303,TAW GARAGES LIMITED,45111,"18,219","17,441","20,332","20,110","20,946","23,663","21,846","23,441","21,904","16,403"
3304,SUEZ RECYCLING AND RECOVERY KIRKLEES LTD,38110,"18,244","17,720","18,892","17,937","16,672","17,571","14,358","16,774","14,597","23,548"
3305,TECHNOLOG LIMITED,26511,"19,757","19,589","16,468","18,726","20,708","22,816","22,460","22,345","19,693","23,546"
3306,ATLAS PACKAGING LIMITED,17211,"14,537","15,203","16,457","15,626","15,679","17,006","17,512","18,094","19,330","23,543"
3307,SPIRIT PACKAGING LIMITED,17219,"14,537","15,203","16,457","15,626","15,679","17,006","17,512","18,094","19,330","23,543"
3308,RAPID RACKING LIMITED,47910,"17,866","17,314","18,361","21,034","20,973","21,500","22,069","21,973","19,334","23,543"
3309,DANFOSS POWER SOLUTIONS LIMITED,82990,"17,701","17,912","18,200","16,967","17,525","21,782","26,165","24,859","18,303","23,540"
3310,SEGA AMUSEMENTS INTERNATIONAL LIMITED,32401,"25,106","30,041","24,166","22,014","21,348","27,696","27,022","28,952","30,669","8,295"
3311,HANSON SPRINGS LIMITED,25930,"21,918","20,783","30,522","22,895","20,306","23,612","24,492","25,659","22,201","23,524"
3312,OXBOW COAL LIMITED,46719,"25,856","33,154","28,780","22,194","18,347","18,651","21,871","19,684","20,714","23,524"
3313,ALCON PERFORMANCE ENGINEERING GROUP LIMITED,96090,n.a.,"9,875","11,181","11,802","12,907","16,036","25,394","25,688","17,927","23,522"
3314,SYSPAL CAPITAL LIMITED,70221,"11,464","11,684","14,510","17,055","17,284","18,088","20,069","20,972","18,622","18,279"
3315,SHARP IT SERVICES (UK) LIMITED,62020,"8,087","10,468","9,572","10,429","11,898","11,861","14,682","17,451","20,699","22,026"
3316,HELLA LIMITED,45310,"18,048","19,090","21,126","23,174","24,662","28,456","34,646","35,564","27,225","23,208"
3317,RICHARDSON ROOFING COMPANY LIMITED,43910,"15,260","16,394","16,644","13,220","17,813","16,405","15,575","17,072","11,609","23,492"
3318,ADECCO IRELAND LIMITED,78200,"10,071","13,361","14,819","14,419","14,451","12,217","18,590","18,103","21,151","23,490"
3319,COUNTRYWIDE LEGAL INDEMNITIES LIMITED,64999,"9,075","11,405","13,383","14,727","15,554","16,412","18,245","18,636","17,769","23,484"
3320,OAKHOUSE FOODS LIMITED,47290,"12,586","12,026","12,421","11,836","12,193","8,927","12,217","13,258","22,790","23,482"
3321,TRANSPUTEC LIMITED,62030,"16,191",n.a.,"18,944","20,310","18,314","14,666","13,089","13,715","21,267","20,351"
3322,ROBINSONS CARAVANS LIMITED,47990,"11,700","13,422","15,372","14,752","18,786","19,996","19,916","18,485","18,035","23,468"
3323,L W COLE (DISTRIBUTORS) LIMITED,46499,,"7,769","8,858","11,538","16,215","16,027","18,533","22,397","20,034","25,517"
3324,ADVANCED DIRECT MAIL LIMITED,82920,,"12,506","14,379","15,201","17,971","18,919","21,781","22,568","23,549","19,138"
3325,OPTAMOR LIMITED,78109,n.a.,,"42,097","49,654","41,649","40,439","41,558","44,048","44,047","19,549"
3326,MSM ASIA LIMITED,59133,"24,479","27,129","27,195","28,438","28,927","33,714","39,057","40,786","36,790","22,170"
3327,DYNAMATIC LIMITED,28131,"24,306","27,020","28,027","25,951","22,492","24,834","28,458","28,321","26,485","17,556"
3328,TRANIO INVESTMENTS LIMITED,64,"15,545","15,016","12,995","12,461","14,205","14,423","14,958","14,979","15,598","24,763"
3329,FRANKFIELD SUPERMARKETS LIMITED,47110,"16,291","16,352","14,928","14,232","17,072","17,840","17,975","17,867","23,998","23,449"
3330,BRINCARS LIMITED,45111,,"16,391","18,001","21,158","22,900","21,450","24,478","23,442","23,276","23,446"
3331,ORNUA BUTTER TRADING UK LIMITED,46330,"37,784","35,778","32,455","25,121","34,781","68,749","56,404","42,973","28,266","23,441"
3332,SERIF (EUROPE) LIMITED,58290,"13,825","11,191","10,386","11,764","9,753","13,037","13,801","19,641","24,575","23,440"
3333,SERIF GROUP LIMITED,62012,"15,749","11,570","10,386","11,764","9,753","13,037","13,801","19,641","24,575","23,440"
3334,WEIDMULLER LIMITED,46520,"23,003","24,499","24,190","24,306","24,128","25,010","27,329","26,321","23,117","23,431"
3335,FURNITURE@WORK LIMITED,47599,"13,321","12,738","14,252","15,391","14,080","13,137","14,150","15,160","18,987","23,430"
3336,TULCHAN COMMUNICATIONS LLP,,"8,342","7,643","10,080","11,017","12,552","12,105","16,708","21,057","19,385","18,404"
3337,ANGLOCO LIMITED,29100,"17,108","18,408","12,630","13,309",n.a.,"16,096","12,811","12,055","24,300","28,657"
3338,FISCHER FIXINGS UK LIMITED,46730,"13,007","13,728","13,938","13,772","15,080","16,396","17,460","18,903","19,717","23,423"
3339,MAJOR PLAYERS LIMITED,78200,"12,589","14,156","11,008","12,680","15,888","19,816","23,460","25,519","18,554","23,423"
3340,CHARMWISH LIMITED,82990,,"14,156","11,008","12,680","15,888","19,816","23,460","25,519","18,554","23,423"
3341,J. HOPKINS (CONTRACTORS) LIMITED,42110,"11,505","11,231","14,523","15,208","16,880","17,692","22,635","21,811","20,603","23,418"
3342,MILLANE CONTRACT SERVICES LTD,43910,,"7,451","9,884","14,058","12,587","13,765","13,077","16,075","16,610","16,506"
3343,GREENBANK TECHNOLOGY LIMITED,28210,"9,133","7,850","15,943","18,768","21,995","21,698","13,343","9,851","12,060","20,217"
3344,FOSTER DENOVO LIMITED,64999,"20,849","22,604","23,478","17,733","15,696","16,806","17,787","19,209","19,709","23,412"
3345,G. & M. WESTGARTH LIMITED,1460,"7,776","10,086","12,173","11,978","13,421","16,028","17,286","17,198","18,841","20,150"
3346,ALFRED HOMES LIMITED,68100,"6,228","11,661","6,825","11,999","24,330","18,690","30,968","29,975","12,230","17,468"
3347,MI-KING LIMITED,25990,"28,546","26,758","30,075","28,871","30,816","35,528","40,996","38,543","30,222","32,287"
3348,DRC SAVILLS INVESTMENT MANAGEMENT LLP,66190,"1,887","3,111","5,970","5,227","6,388","10,014","8,924","10,775","14,293","23,398"
3349,HUBERGROUP UK LIMITED,20302,"33,983","33,287","32,897","32,062","29,555","30,138","27,797","25,476","23,385","23,392"
3350,BRINDLECLASS LIMITED,14132,"46,081","41,215","41,504","39,710","38,163","38,913","36,283","34,407","24,940","23,389"
3351,MYDDLETON LONDON LIMITED,14132,"46,081","41,215","41,504","39,710","38,163","38,913","36,283","34,407","24,940","23,389"
3352,MANUTAN UK LIMITED,46900,"24,117","25,143","26,174","25,110","26,328","28,121","29,264","29,322","21,019","23,388"
3353,EDEN MCCALLUM LLP,70229,n.a.,"16,078","19,725","19,070","18,962","22,478","19,895","17,221","18,814","20,597"
3354,HARDWOOD SALES LIMITED,46730,"10,501","9,857","11,644","12,309","13,014","13,075","16,050","16,720","16,578","20,541"
3355,T.N.A. EUROPE LIMITED,46690,"18,141","20,841","18,835","16,055","20,149","31,063","16,964","21,940","17,401","24,353"
3356,OIA GLOBAL LIMITED,96090,"26,247","25,142","22,357","16,533","16,175","17,837","15,995","16,768","13,015","23,374"
3357,YORK HOUSE (MEAT PRODUCTS) LIMITED,10110,"23,887","23,355","29,655","30,922","33,647","36,253","33,656","32,345","24,695","23,371"
3358,NEWBY HOLDINGS LIMITED,24450,"13,726","15,046","16,933","16,803","11,522","17,665","24,562","25,551","18,739","23,367"
3359,MAG GROUP LIMITED,47789,"10,264","11,532","10,253","11,707","13,577","15,748","17,029","20,365","20,175","23,367"
3360,MURLEY LIMITED,46610,"31,652","32,421","32,956","34,731","37,636","39,223","41,083","39,510","33,841","36,259"
3361,B S EATON LIMITED,32990,"12,443","11,785","13,432","14,787","18,232","19,458","20,130","19,619","19,227","23,363"
3362,HEIGHT FOR HIRE (GROUP) LIMITED,70100,"14,706","16,647","18,185","18,237","19,249","22,265","23,430","23,026","27,372","22,762"
3363,NVC LIGHTING LIMITED,27400,"21,081","22,051","26,874","29,166","32,762","29,288","23,009","21,366","23,070","23,358"
3364,GALTEC LIMITED,43999,"10,985","10,243","10,796","14,832","16,845","17,512","18,461","24,337","19,461","23,343"
3365,GALTEC HOLDINGS LIMITED,43999,"10,985","10,243","10,796","14,690","16,845","17,512","18,461","24,337","19,461","23,343"
3366,HELLY-HANSEN (U.K.) LIMITED,46420,"13,364","15,060","16,085","16,664","14,319","15,975","17,648","18,549","23,038","23,342"
3367,TAKARA BELMONT (U.K.) LIMITED,32500,"9,549","10,697","11,092","14,189","17,350","17,622","19,679","20,110","15,984","23,336"
3368,GRAFHAM HOLDINGS LIMITED,17290,"10,345","10,576","10,940","10,297","15,932","18,749","18,182","20,344","21,706","23,332"
3369,MICROCOURT LIMITED,47910,"9,567","10,542","10,951","11,125","12,031","13,567","14,835","15,391","15,487","22,260"
3370,TENSAR MANUFACTURING LIMITED,22230,"22,527","20,744","18,438","18,645","17,774","18,722","20,593","18,242","21,160","23,321"
3371,WALKER MOTORS LIMITED,45111,"13,992","13,877","14,968","18,143","17,983","17,599","17,898","21,178","19,142","16,615"
3372,ATLAS CONVERTING EQUIPMENT LIMITED,28290,"34,869","40,633","34,165","20,236","22,013","28,408","21,550","19,805","19,396","23,314"
3373,TAMA U.K. LIMITED,1630,"27,064","24,522","28,675","26,752","24,428","24,360","24,036","26,265","22,763","23,312"
3374,HOSHIZAKI EUROPE LIMITED,56290,"13,385","14,421","17,136","18,241","21,160","23,347","25,487","27,061","18,264","23,312"
3375,ROLLINS & SONS (LONDON) LIMITED,46740,"13,804","14,598","15,689","16,299","17,857","18,375","17,902","17,495","17,716","23,306"
3376,TECHTARGET LIMITED,62090,"4,553","5,526","7,361","6,903","10,193","12,727","13,656","14,598","18,818","23,295"
3377,SPITFIRE TECHNOLOGY GROUP LIMITED,61900,"18,866","19,951","21,370","23,339","24,874","25,504","26,131","26,680","26,634","24,507"
3378,SPITFIRE NETWORK SERVICES LIMITED,61900,"17,886","18,923","20,447","22,505","24,121","24,751","25,550","26,265","26,296","24,379"
3379,KEN BIGGS CONTRACTORS LIMITED,41100,"28,308","22,348","22,268","23,616","24,117","28,536","26,452","31,767","30,606","21,177"
3380,H&R CHEMPHARM (UK) LIMITED,19209,"30,936","29,175","20,399","20,065","22,778","22,297","20,570","25,213","22,293","23,295"
3381,DAWSONGROUP BUS AND COACH LIMITED,77390,"24,346","20,935","23,906","27,066","24,916","26,093","25,088","24,848","23,041","23,290"
3382,VIRTUS CONTRACTS LIMITED,41201,"8,805","15,483","18,610","22,830","17,642","21,675","22,425","17,062","21,221","17,881"
3383,CONCERN WORLDWIDE (UK),88990,"14,619","17,840","23,512","31,636","26,499","34,378","22,288","27,399","34,469","23,284"
3384,G.R. LANE HEALTH PRODUCTS LIMITED,21100,"17,852","18,061","17,710","19,546","20,992","22,479","22,548","21,451","22,359","21,130"
3385,ALLIED INTERNATIONAL TRADING LIMITED,86900,"14,404","14,888","17,248","18,800","18,428","18,625","20,382","20,372","35,991","23,275"
3386,NECESSITY SUPPLIES LIMITED,46460,"54,686","51,061","42,345","47,857","43,462","27,252","20,186","16,603","22,693","23,272"
3387,TORO U.K. LIMITED,28990,"22,269","22,797","22,465","22,621","23,794","23,062","21,972","24,218","20,079","23,270"
3388,TECHNOPOLIS GROUP LIMITED,70229,"9,471","8,937","10,180","10,613","10,116","13,037","14,766","19,194","18,450","22,295"
3389,REGAL FOOD PRODUCTS GROUP PLC,46380,"5,203","5,494","6,413","7,024","9,395","10,240","13,445","15,495","20,005","22,677"
3390,FRENCH GARDEN LIMITED(THE),46310,"19,197","20,218","20,027","19,961","20,416","21,965","21,355","20,358","18,033","12,832"
3391,WOOLDRIDGE CONTRACTORS LIMITED,42110,"9,426","8,975","10,021","10,301","9,683","13,867","15,201","19,807","21,325","16,049"
3392,MANTHORPE BUILDING PRODUCTS LIMITED,22290,"9,233","9,924","11,901","14,247","14,598","15,782","11,755","18,441","17,497","23,253"
3393,TECHNO ENGINEERING LIMITED,25990,"10,917","10,152","8,969","14,761","14,991","12,066","8,307","14,216","21,880","12,571"
3394,CELTIC ENGINEERING HOLDINGS LIMITED,25620,"10,917","10,152","8,969","14,761","14,991","12,066","8,307","14,216","21,880","12,571"
