Number,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
1515,SS&C FINANCIAL SERVICES INTERNATIONAL LIMITED,62090,"199,746","209,742","308,392","350,666","351,834","438,468","396,143","377,849","312,576","306,682"
1516,MEDITERRANEAN SHIPPING COMPANY (UK) LIMITED,52220,"143,763","146,839","159,449","164,796","167,228","187,459","209,432","221,971","225,333","306,615"
1517,GALLIFORD TRY INFRASTRUCTURE LIMITED,41201,"447,632","386,826","355,344","359,590","451,048","482,921","603,043","435,562","355,897","291,531"
1518,ENCON LIMITED,70100,"197,143","178,009","191,627","222,914","222,457","229,073","258,744","295,988","271,294","297,361"
1519,LIBERTY2803 LIMITED,43290,"142,719","178,009","191,627","222,914","222,457","229,073","258,744","295,988","271,294","305,032"
1520,EXPEDITORS INTERNATIONAL (UK) LIMITED,52290,"102,010","99,802","124,512","127,971","127,783","141,051","159,992","163,138","184,093","306,255"
1521,KRONOS WORLDWIDE LIMITED,62020,n.a.,"101,178","74,833","86,903","112,493","164,025","189,453","228,281","273,646","306,254"
1522,BRISTOW HELICOPTERS LIMITED,51102,"249,638","252,524","318,186","334,764","379,617","348,774","356,767","351,765","363,963","329,543"
1523,SONY MUSIC ENTERTAINMENT UK LIMITED,93290,"191,105","205,578","238,676","258,519","198,104","226,115","232,312","263,995","278,537","280,285"
1524,MON MOTORS LIMITED,45111,"221,712","258,273","294,280","304,733","329,197","333,668","285,859","285,209","244,357","305,971"
1525,SCHUH LIMITED,47721,"168,665","232,986","229,969","247,503","266,808","280,936","308,511","288,418","290,638","234,041"
1526,LIEBHERR - GREAT BRITAIN LIMITED,28921,"136,095","136,195","169,734","200,337","184,488","216,341","248,982","230,026","188,707","269,719"
1527,XEROX (UK) LIMITED,46660,"296,000","393,700","309,600","287,000","272,100","234,900","330,600","307,700","306,800","305,600"
1528,STEWART MILNE GROUP LIMITED,41201,"268,116","211,121","209,731","252,691","209,230","240,549","279,172","378,789","269,670","305,538"
1529,HENKEL LIMITED,70100,"292,368","275,624","279,589","286,989","330,352","326,001","326,443","320,792","306,741","305,433"
1530,ULTRA ELECTRONICS LIMITED,32990,"347,510","372,741","359,411","352,041","329,110","312,635","312,830","327,889","325,100","305,000"
1531,ALIXPARTNERS LTD,70229,"162,820","180,877","183,277","224,532","245,877","303,243","333,730","335,718","292,033","304,633"
1532,ORMISTON ACADEMIES TRUST,85310,"103,075","182,480","169,997","220,550","163,184","175,485","234,587","200,760","257,702","230,483"
1533,SPECIALIST BUILDING PRODUCTS LIMITED,22290,"177,310","238,794","237,770","227,019","272,711","267,172","250,281","239,446","194,860","304,029"
1534,SAINSBURY'S BANK PLC,64191,"330,300","316,000",n.a.,"358,000","309,000","346,000","391,000","436,000","448,000","311,000"
1535,MACFARLANES LLP,69102,"102,283","114,160","139,745","159,649","161,026","167,572","201,555","216,979","237,653","260,964"
1536,DOBBIES GARDEN CENTRES LIMITED,82990,"136,365","137,404","142,005","152,910","153,733","151,022","148,294","161,475","234,989","215,957"
1537,HARRIS FEDERATION,85590,"152,925","159,796","196,727","194,384","194,613","224,230","292,527","237,956","263,058","370,661"
1538,THE HADLEIGH TIMBER GROUP LIMITED,46730,"140,270","138,043","145,801","155,759","169,360","231,642","266,561","245,366","222,173","303,041"
1539,THE ANDERSON GROUP LTD,49410,"129,453","158,455","217,738","241,952","239,717","255,715","273,828","241,095","228,340","302,743"
1540,MOUNTAIN WAREHOUSE LIMITED,47710,"63,695","75,010","88,563","109,894","141,403","184,781","225,910","255,044","294,956","239,928"
1541,NORTHERN IRELAND ELECTRICITY NETWORKS LIMITED,35120,"201,900","258,000","243,800","236,100","246,800","261,100","275,800","276,300","302,200","297,000"
1542,HOMESERVE MEMBERSHIP LIMITED,43220,"351,515","307,698","287,544","284,289","286,314","306,257","338,839","361,730","349,656","324,664"
1543,BROOK STREET (UK) LIMITED,78200,"164,734","200,067","256,547","260,776","259,065","275,578","259,879","234,422","217,711","301,990"
1544,MARKS AND SPENCER FINANCIAL SERVICES PLC,64999,"574,630","561,839","463,147","482,895","420,693","395,208","381,787","424,284","295,288","301,511"
1545,THE MEDICAL PROTECTION SOCIETY LIMITED,94120,"339,414","376,997","390,461","423,929","453,520","476,815","473,876","402,931","285,294","301,253"
1546,ENCON INSULATION LIMITED,43290,"188,343","169,705","182,750","213,293","212,170","218,703","247,906","285,065","259,964","293,102"
1547,SWIFT GROUP LIMITED,29203,"189,336","186,418","199,812","208,480","249,755","271,440","287,787","260,948","145,505","232,685"
1548,KANTAR UK LIMITED,96090,"194,309","194,140","195,334","191,623","184,880","189,012","269,248","272,010","262,544","300,790"
1549,RENTOKIL INITIAL UK LTD,82990,"121,069","141,586","162,344","153,802","229,784","237,110","244,612","252,195","287,010","300,579"
1550,KINGSLAND DRINKS GROUP LIMITED,46342,"161,282","160,892","165,082","162,814","229,135","263,174","282,995","290,229","297,838","320,570"
1551,R&R ICE CREAM UK LIMITED,10520,"149,420","160,589","201,201","202,961","222,873","243,179","271,612","269,804","300,883","300,091"
1552,GI RECRUITMENT LIMITED,78200,"177,575","204,974","274,237","269,163","267,452","286,300","313,729","321,271","275,238","300,020"
1553,B/E AEROSPACE (UK) LIMITED,96090,"333,018","439,020","499,378","582,383","676,013","536,039","693,267","821,784","412,041","299,974"
1554,BARNARDO'S,88990,"244,176","257,141","285,774","295,965","298,660","301,486","304,271","305,961","296,448","280,464"
1555,KINGSLAND DRINKS LIMITED,46342,"161,282","160,892","165,082","156,297","197,761","262,976","282,995","290,228","297,838","320,220"
1556,INEOS CHEMICALS GRANGEMOUTH LIMITED,20140,"288,292","158,227","111,884","124,231","145,176","222,863","228,965","203,387","212,275","298,796"
1557,MARELLI AUTOMOTIVE SYSTEMS UK LIMITED,29320,"596,525","567,372","591,519","624,389","566,419","605,515","666,386","369,761","344,994","298,435"
1558,RSM UK TAX AND ACCOUNTING LIMITED,82990,"101,952","103,258","103,924","184,805","193,961","207,675","208,972","220,293","244,945","260,981"
1559,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LIMITED,32500,"277,307","288,538","286,837","291,958","287,358","287,650","234,009","241,480","257,846","279,530"
1560,CARRS BILLINGTON AGRICULTURE (SALES) LIMITED,10910,"251,814","292,783","269,558","246,970","232,366","261,083","298,378","296,295","280,741","297,506"
1561,NESTLE PURINA UK MANUFACTURING OPERATIONS LIMITED,10920,"479,605","525,520","533,903","501,007","514,837","502,205","521,952","554,659","286,277","297,438"
1562,CAMELLIA PUBLIC LIMITED COMPANY,1110,"261,529","251,267","238,868","257,800","257,900","298,300","309,800","291,500","291,200","277,200"
1563,ASCO UK LIMITED,96090,"455,330","493,117","463,087","319,271","277,754","330,381","400,899","410,071","227,954","297,094"
1564,SABAH SHELL PETROLEUM COMPANY LIMITED,6100,"156,197","167,644","205,215","224,251","284,739","383,783","467,153","373,507","194,406","296,957"
1565,FAIST LIMITED,74909,"166,477","190,392","210,159","220,948","284,276","305,778","345,812","318,430","269,637","296,131"
1566,STOCK SPIRITS GROUP LIMITED,11010,n.a.,"283,309","227,130","193,323","223,265","244,111","172,543","277,016","309,483","296,016"
1567,OSCAR MAYER LIMITED,10850,"197,974","208,825","216,907","240,338","252,955","272,199","302,712","319,993","333,641","315,599"
1568,HYDRIADES IV LIMITED,70100,"204,732","220,269","238,368","254,408","251,881","264,695","274,600","285,079","288,421","278,041"
1569,DEMATIC LIMITED,28990,"73,482","64,356","76,463","75,335","125,647","152,186","120,551","131,927","211,527","295,245"
1570,WHITECROSS DENTAL CARE LIMITED,86230,"111,933","122,265","138,793","196,086","213,179","218,090","163,832","166,771","178,862","201,917"
1571,AMEY DEFENCE SERVICES (HOUSING) LIMITED,96090,"141,436","155,827","132,249","126,363","168,004","186,830","179,971","187,212","220,515","294,466"
1572,AMGEN LIMITED,72110,"163,413","191,754","212,409","218,735","172,717","238,931","224,612","294,986","303,806","294,166"
1573,KENTUCKY FRIED CHICKEN (GREAT BRITAIN) LIMITED,56101,"423,345","446,400","478,123","465,334","479,870","445,783","207,398","197,111","207,573","292,915"
1574,VOYAGE BIDCO LIMITED,70100,,"181,384","196,056","203,244","203,914","213,023","229,028","249,798","267,006","274,209"
1575,KOMATSU UK LIMITED,28922,"175,966","140,599","153,085","124,971","120,262","147,375","191,091","228,167","204,787","155,621"
1576,STAPLETON'S (TYRE SERVICES) LIMITED,45310,"463,028","342,447","376,962","286,592","266,913","272,547","305,091","297,672","314,454","292,203"
1577,VIRGIN ACTIVE INTERNATIONAL LIMITED,70100,"760,500","653,100","638,600","630,500","535,000","580,200","586,700","601,800","295,900","292,200"
1578,STANNAH LIFTS HOLDINGS LIMITED,68209,"201,670","211,406","221,779","221,009","236,261","251,333","266,089","279,492","261,537","292,142"
1579,JAMES HALSTEAD PLC,13931,"226,335","217,082","223,488","227,261","226,141","240,784","249,510","253,038","238,630","266,362"
1580,SHARED SERVICES CONNECTED LTD,82990,n.a.,"14,529","122,980","176,594","185,715","172,287","153,868","179,538","219,291","284,928"
1581,PPG ARCHITECTURAL COATINGS UK LIMITED,20301,"196,244","200,650","214,019","222,379","228,839","244,691","257,114","261,139","289,035","290,775"
1582,MSI REPRODUCTIVE CHOICES,86210,"173,412","211,928","242,004","266,297","289,962","296,124","296,849","308,265","294,440","290,629"
1583,NORTHSIDE TRUCK & VAN LIMITED,45190,"117,686","148,754","208,881","233,477","232,060","240,867","256,043","223,875","221,478","290,516"
1584,MACFARLANE GROUP PLC,52103,"141,823","143,871","153,767","169,132","179,772","195,991","217,290","225,389","230,029","264,465"
1585,STENA LINE LIMITED,50100,"208,700","217,700","222,100","221,300","242,000","260,200","275,300","266,400","190,500","289,600"
1586,AMALGAMATED CONSTRUCTION LTD,42990,"94,856","128,467","214,094","214,381","231,906","211,870","203,767","245,702","235,327","281,841"
1587,GARTNER U.K. LIMITED,63110,"112,549","121,036","138,487","156,244","174,966","200,379","261,124","349,778","283,950","288,679"
1588,BURTON'S FOODS LIMITED,10720,"333,227","335,969",n.a.,"314,892","259,589","232,791","235,206","246,579","274,859","295,221"
1589,AON SOLUTIONS UK LIMITED,70229,"170,099","308,533","293,617","298,741","328,391","317,551","304,709","294,573","286,088","298,542"
1590,ALTRAD BABCOCK LIMITED,28990,"526,117","421,148","481,532","457,496","389,037","356,280","318,269","312,230","257,717","287,972"
1591,MAZARS LLP,69201,"115,071","120,572","130,903","149,696","159,959","173,614","181,400","198,900","204,600","234,000"
1592,WDFG UK LIMITED,47250,"764,382","815,776","840,883","859,803","935,724","1,015,630","1,051,872","1,071,029","252,674","287,325"
1593,METIS BIDCO LIMITED,82911,"92,955","117,003","146,194","203,255","216,415","267,909","293,684","304,649","230,833","286,143"
1594,REASSURE UK SERVICES LIMITED,65110,"97,300","110,600","103,400","124,200","122,200","128,600","164,000","285,100","251,600","286,100"
1595,THE GIRLS' DAY SCHOOL TRUST,85310,"214,755","233,553","273,689","254,084","253,796","260,919","258,696","272,173","263,033","261,280"
1596,NORTON WAY MOTORS LIMITED,45111,"139,399","123,313","150,529","172,742","189,751","213,921","239,088","261,280","282,855","199,875"
1597,BAXTERSTOREY LIMITED,56290,"275,838","303,463","310,908",n.a.,"403,291","454,676","474,613","509,561","311,701","285,164"
1598,T&L SUGARS LIMITED,10810,"517,519","589,086","403,488","251,635","271,620","287,985","267,267","237,650","276,596","284,914"
1599,DRAYTON GROUP LIMITED,45111,"172,978","190,547","241,343","276,526","295,323","314,012","325,215","322,847","231,200","284,847"
1600,NINETY ONE UK LIMITED,66300,"105,183","117,706","140,571","204,183","228,880","227,044","277,298","293,069","276,952","268,179"
1601,FORZA FOODS LIMITED,10130,"253,781","276,076",n.a.,"301,745","67,627","72,575","263,660","276,030","272,135",n.a.
1602,LNRS DATA SERVICES LIMITED,62090,"222,605","232,983","239,373","243,899","273,909","278,587","261,251","279,042","270,802","284,169"
1603,ADIENT SEATING UK LTD,29320,"461,862","473,169","476,551","467,825","560,334","510,822","402,003","373,328","283,396","284,138"
1604,BALL BEVERAGE PACKAGING UK LTD,25920,"193,689","200,631","209,094","188,309","166,483","183,674","199,838","205,884","229,481","284,128"
1605,WATKIN JONES & SON LIMITED,41201,"107,515","113,006","178,812","197,600","198,836","185,066","265,789","198,805","230,765","284,059"
1606,TRONOX PIGMENT UK LIMITED,20130,"195,909","224,018","252,713","197,235","239,174","218,140","197,655","237,006","239,420","283,921"
1607,ORTHO-CLINICAL DIAGNOSTICS,21100,"190,796","198,453","183,788",n.a.,"152,688","245,908","235,151","274,160",n.a.,"249,165"
1608,HSS HIRE SERVICE GROUP LIMITED,77320,"172,042","225,813","237,467","251,015","282,399","277,897","294,972","283,180","238,257",n.a.
1609,DECATHLON UK LIMITED,47640,"84,761","95,051","104,878","119,467","151,506","187,391","214,412","236,519","225,770","283,072"
1610,VF NORTHERN EUROPE SERVICES LIMITED,47710,"25,280","40,128","51,510","56,475","59,196","129,559",n.a.,"217,988","204,333","193,299"
1611,BT COMMUNICATIONS IRELAND LIMITED,5911,"355,199","371,103","359,735","322,820","401,395","392,874","372,799","359,695","331,647","298,164"
1612,NOBLE FOODS LIMITED,10890,"548,498","603,243","533,617","415,023","309,797","305,310","317,513","314,224","312,448","282,650"
1613,NOBLE FOODS GROUP LIMITED,10890,"594,631","646,054","577,272","449,911","327,238","328,480","344,103","330,705","312,448","282,650"
1614,FIELDFISHER LLP,69102,"100,366","96,676","101,615","113,912","122,991","145,713","183,076","209,488","232,351","249,379"
1615,"IRISH CONTINENTAL GROUP, PUBLIC LIMITED COMPANY",50,"214,131","221,671","225,660","235,534","278,820","297,439","297,806","305,989","253,375","282,012"
1616,CMC MARKETS PLC,64999,"162,200","127,200","142,700","166,915","188,159","187,666","209,128","166,013","298,072","409,766"
1617,SOUTH STAFFORDSHIRE PLC,70100,"188,551","205,027","224,701","238,918","234,904","247,999","257,909","266,588","270,630","261,625"
1618,BOLLORE LOGISTICS UK LTD,52290,"128,507","124,103","127,588","133,204","120,006","133,218","146,205","132,423","162,599","281,756"
1619,DENNIS EAGLE LIMITED,29201,"149,084","169,470","146,564","155,643","156,967","208,866","226,383","236,915","261,550","281,750"
1620,DIGNITY FUNERALS LIMITED,96030,"198,735","219,026","237,635","266,211","265,751","267,344","262,256","250,874","264,069","281,618"
1621,SHIN-ETSU HANDOTAI EUROPE LIMITED,26110,"135,214","116,544","110,847","129,888","155,597","172,774","246,987","261,862","207,564","281,535"
1622,CHURCHILL CONTRACT SERVICES GROUP HOLDINGS LIMITED,81100,"51,569","73,198","81,506","94,454","117,903","129,883","158,198","192,486","211,929","232,326"
1623,BULKHAUL LIMITED,49410,"169,013","179,176","170,974","164,676","169,260","182,977","198,618","205,384","189,136","194,262"
1624,FOOTASYLUM LIMITED,47721,"44,803","57,107","62,231","78,011","110,440","146,963","194,769","227,349","248,711","232,001"
1625,IBSTOCK BRICK LIMITED,23320,"164,022","192,799","230,443","253,343","253,592","265,358","292,242","300,465","213,202","280,235"
1626,DAC BEACHCROFT LLP,69102,"163,533","186,827","197,191","198,506","201,507","207,079","229,888","242,778","257,921","274,766"
1627,ALUN GRIFFITHS (CONTRACTORS) LIMITED,41201,"79,218","89,594","91,058","104,846","154,275","182,403","202,723","226,505","225,773","279,869"
1628,LABCORP EARLY DEVELOPMENT LABORATORIES LIMITED,72110,"95,929","95,949","98,765","111,401","96,440","111,519","124,919","125,711","244,901","279,591"
1629,PHIPPS & COMPANY LIMITED,64999,"123,604","160,269","96,090","71,782","94,228","118,835","90,025","86,322","71,729","278,514"
1630,KENNEDYS LAW LLP,69102,"103,927","110,696","123,227","122,052","129,917","143,356","188,538","211,964","232,461","259,171"
1631,SAMSUNG SDS EUROPE LIMITED,63110,"83,892","129,266","131,524","126,658","128,938","133,090","137,263","213,786","248,430","279,169"
1632,T. C. HARRISON GROUP LIMITED,45111,"215,035","224,581","239,502","251,512","275,763","287,691","304,812","305,313","256,824","279,059"
1633,RESTORE PLC,82990,"43,300","53,600","67,500","91,900","129,400","176,200","195,500","215,600","182,700","234,300"
1634,COLUMBIA THREADNEEDLE AM (HOLDINGS) PLC,64999,"257,400","257,500","193,600","235,100","226,300","244,800","286,700","274,900","258,900","279,000"
1635,VOLAC INTERNATIONAL LIMITED,10910,"120,803","143,118","198,900","197,400","212,200","268,700","241,400","259,400","236,200","278,900"
1636,WOODFORD HOLDINGS LIMITED,10910,"120,803","143,209","198,900","197,400","212,200","268,700","241,400","259,800","236,200","278,900"
1637,THE SYMPHONY GROUP PLC,31020,"115,370","127,198","154,188","177,644","194,293","218,781","245,720","273,708","216,014","278,175"
1638,SYMPHONY HOLDINGS LIMITED,70100,"117,915","130,387","157,157","182,713","198,970","218,781","245,720","273,708","216,014","278,175"
1639,J.C.B.EARTHMOVERS LIMITED,28922,"163,616","154,252","179,589","157,238","155,121","208,232","240,034","251,123","165,027","278,129"
1640,AIB GROUP (UK) P.L.C.,64191,"436,000","388,000","339,000","354,000","334,000","317,000","352,000","396,000","297,000","268,000"
1641,JOHN COTTON GROUP LIMITED,13950,"121,612","126,906","137,713","160,506","171,852","180,509","208,663","217,342","232,286","236,806"
1642,BRIDGNORTH ALUMINIUM LIMITED,24420,"167,199","179,739","175,499","179,624","162,750","196,244","254,651","216,365","170,716","277,060"
1643,FINASTRA INTERNATIONAL LIMITED,58290,"75,385","82,880","100,850","102,817","185,786","189,352","222,186","220,169","265,682","276,590"
1644,LUXFER HOLDINGS PLC,24450,"314,734","290,587","313,923","311,793","336,197","326,357","382,367","334,263","237,722","276,374"
1645,PEOPLES LIMITED,45400,"146,735","185,901","204,998","236,739","260,657","276,570","274,411","277,434","242,295","289,554"
1646,BLUE ARROW LTD.,78200,"397,290","376,784",n.a.,"382,276","320,097","285,236",n.a.,"286,324","259,137","275,330"
1647,GS YUASA BATTERY EUROPE LIMITED,27200,"169,832","183,759","185,785","191,342","211,326","245,982",n.a.,"321,917","254,960","275,206"
1648,GENTING UK PLC,70100,"285,300","324,400","316,800","228,200","319,700","337,700","322,100","318,200","119,800","178,000"
1649,RISOL IMPORTS LIMITED,64204,"119,906","121,667","125,656","127,091","134,764","165,794","193,242","206,732","214,277","222,899"
1650,SANTANDER CONSUMER (UK) PLC,64921,"305,464","286,196","280,165","298,440","391,999","368,737","348,821","338,238","305,410","273,440"
1651,GREGORY DISTRIBUTION (HOLDINGS) LIMITED,49410,"109,210","123,093","138,252","156,342","165,310","159,884","173,971","238,894","238,299","273,431"
1652,DRIVE MOTOR RETAIL LIMITED,45111,"221,316","233,151","237,216","231,086","222,063","214,721","219,145","262,725","226,171","273,305"
1653,DAA PUBLIC LIMITED COMPANY,51220,"480,445","419,214","438,778","499,394","679,576","758,539","808,911","800,242","265,758","273,235"
1654,POUNDSTRETCHER LIMITED,47190,"348,446","367,984","395,360","438,325","429,539","397,380","387,443","434,623","411,571","325,268"
1655,BRO-TECH LIMITED,46750,"140,580","130,432","127,624","139,066","140,836","167,004","179,633","196,795","224,020","272,583"
1656,AH UK ANIMAL HEALTH (PVT) LTD,46900,"412,366","425,548","462,303","491,859","530,029","575,036","582,826","395,843","421,539","272,301"
1657,UNIVERSITY OF GREENWICH,85421,"187,830","187,627","191,928","200,687","203,816","200,549","202,710","209,862","214,919","231,019"
1658,ARCADIS HUMAN RESOURCES LIMITED,71122,"86,635","86,594","104,524","119,079","118,981","190,663","217,313","223,980","246,208","272,116"
1659,GREENCORE PREPARED MEALS LIMITED,10890,"275,763","260,521","261,077","265,714","279,300","284,370","300,639","283,127","265,887","271,453"
1660,M&C SAATCHI PLC,73110,"169,486","175,601","169,373","178,928","225,387","251,481","422,404","256,435","225,389","249,336"
1661,REGATTA LTD,46420,"112,954","115,615","118,208","116,891","117,935","139,752","161,647","198,234","205,585","217,303"
1662,M.P. EVANS GROUP PLC,1290,"51,192","49,620","58,309","49,128","67,972","86,183","85,073","89,946","127,725","204,338"
1663,JJ FOOD SERVICE LIMITED,46390,"180,597","185,524","182,607","181,641","179,203","193,977","201,000","201,788","228,714","220,795"
1664,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,78109,"294,798","297,756","324,082","337,975","323,665","312,080","312,891","312,968","216,962","270,609"
1665,HONEYWELL CONTROL SYSTEMS LIMITED,82990,"372,967","358,348","334,651","312,018","319,379","355,116","294,015","268,103","241,788","270,581"
1666,DAVIES TURNER & CO. LIMITED,52290,"96,575","98,536","99,233","106,507","105,926","108,274","118,670","132,875","136,363","143,920"
1667,GRANT THORNTON BUSINESS SERVICES,74909,"22,059","68,240","101,411","142,108","179,195","192,538","208,214","373,829","238,228","270,256"
1668,TAKEDA IRELAND LIMITED,21100,"112,698","97,360","63,494","146,899","282,555","330,453","241,256","190,709","252,349","303,229"
1669,SCOTT BADER COMPANY LIMITED,20160,"188,283","198,688","190,046","176,217","177,531","202,000","225,817","218,294","196,496","270,039"
1670,PHOENIX GROUP MANAGEMENT SERVICES LIMITED,66290,"223,873","186,832","177,166","175,695","178,176","204,761","303,522","232,220","212,380","269,322"
1671,BIDFRESH LIMITED,46380,"82,443","90,555","105,466","123,160","129,887","135,583","156,278","216,056","159,365","144,612"
1672,EDEN AUTOMOTIVE INVESTMENTS LIMITED,70229,182,"153,469","194,652","221,222","280,012","300,200","290,063","267,366","219,861","268,828"
1673,CMC MARKETS UK PLC,64999,"158,315","120,691","124,666","175,071","194,237","188,368","212,714","146,010","253,476","397,063"
1674,PARKER HANNIFIN LIMITED,28120,"252,708","258,707","270,037","283,669","255,011","261,687","279,909","295,432","270,347","268,194"
1675,BARINGA PARTNERS LLP,82990,"47,170","59,039","78,281","92,500","108,417","123,952","133,792","148,274","179,789","201,877"
1676,IHS GLOBAL LIMITED,74909,"204,370","225,986","285,300","293,554","323,910","345,256","335,644","339,093","252,670","268,027"
1677,FYFFES GROUP LIMITED,46310,"276,230","287,190","273,512","281,681","331,321","336,781","283,996","235,344","278,679","267,456"
1678,ALL-TECHNOLOGY HOLDINGS LIMITED,43210,"115,284","114,308","114,247","122,183","192,935","249,164","226,124","241,767","261,390","267,426"
1679,NG BAILEY LIMITED,43999,"378,015","330,654","279,437","251,118","279,732","347,160","325,817","315,046","334,885","294,124"
1680,HARVEY NASH LIMITED,78200,"148,550","178,665","178,901","170,587","218,923","231,191","265,950","295,208","283,992","242,023"
1681,ASSA ABLOY LIMITED,25720,"133,054","132,004","160,478","169,514","177,897","203,987","227,796","242,595","214,846","267,290"
1682,DB CARGO (UK) LIMITED,49200,"429,000","445,000","448,000","387,000","325,000","312,000","297,000","293,000","251,000","267,247"
1683,THE UNITE GROUP PLC,68209,"214,600","101,600","108,500","208,800","120,700","119,300","128,300","156,200","215,600","266,900"
1684,CASTLE CEMENT LIMITED,64209,"231,494","258,293","284,447","301,352","310,404","303,002","303,359","300,454","216,599","266,828"
1685,ERIKS INDUSTRIAL SERVICES LIMITED,28150,"244,126","260,505","272,168","271,507","272,851","274,120","284,327","277,901","250,997","266,005"
1686,RINGWAY JACOBS LIMITED,42110,"162,475","189,901","232,149","307,472","309,587","312,332","307,535","296,874","304,084","265,722"
1687,CONDE NAST HOLDINGS LIMITED,58190,"423,025","412,982","395,058","384,866","401,505","373,008","339,056","315,621","224,131","265,161"
1688,GLENCORE UK LTD.,66120,"72,938","78,534","84,066","83,180","146,425","137,801","167,237","158,547","210,171","265,075"
1689,TARMAC BUILDING PRODUCTS LIMITED,23610,"158,821","172,883","178,638","181,523","188,400","207,729","223,940","239,641","211,552","264,641"
1690,THE WORKS STORES LIMITED,47190,"121,491","122,781","127,960","141,684","154,398","166,421","192,100","217,469","225,042","180,680"
1691,BABCOCK INTEGRATED TECHNOLOGY LIMITED,96090,"68,974","72,772","77,425","78,681","94,862","110,765","147,653","172,815","212,589","264,505"
1692,DONNELLY BROS. GARAGES (DUNGANNON) LIMITED,45200,"189,005","290,021","243,158","246,709","277,037","330,765","311,317","311,861","252,364","264,399"
1693,SANDICLIFFE MOTOR HOLDINGS LIMITED,45310,"186,188","221,491","250,871","285,038","296,231","302,154","329,461","319,784","217,227","229,470"
1694,IRWIN MITCHELL LLP,69102,"187,006","192,341","186,739","191,071","199,196","214,595","222,271","244,905","249,652","254,271"
1695,HARPERCOLLINS PUBLISHERS LIMITED,58110,"263,467","190,616","179,566","186,122","184,288","185,796","194,683","199,543","199,832","238,994"
1696,CANON (UK) LIMITED,82990,"264,619","340,709","363,219","360,369","362,030","335,165","328,930","307,466","229,661","264,032"
1697,EUROPA WORLDWIDE GROUP LIMITED,49410,"72,780","77,051","84,726","96,551","116,424","144,353","175,907","205,696","210,749","264,031"
1698,ZURICH UK GENERAL SERVICES LIMITED,82990,"308,809","290,966","279,001","300,213","283,258","305,552","324,789","266,545","243,233","263,519"
1699,SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LIMITED,28110,"345,298","353,592","334,955","274,356","276,391","313,678","294,836","272,919","311,686","329,459"
1700,FD TECHNOLOGIES PUBLIC LIMITED COMPANY,62090,"46,087","56,469","69,902","83,216","117,033","151,697","186,042","217,351","237,790","237,867"
1701,C.E.M. DAY LIMITED,45111,"186,205","205,443","223,081","229,975","232,272","210,120","231,315","224,670","200,217","263,365"
1702,DORCHESTER GROUP LIMITED,70100,"304,460","302,037","300,160","335,508","340,023","384,393","411,153","373,092","128,915","263,307"
1703,JCB COMPACT PRODUCTS LIMITED,28922,"155,357","173,837","188,187","233,682","201,138","213,982","203,112","218,260","150,370","263,247"
1704,"FISHER SCIENTIFIC U.K., LIMITED",82990,"141,879","140,427","147,347","155,907","168,327","187,007","196,011","198,225","207,288","263,238"
1705,ADVANCE CONSTRUCTION GROUP LIMITED,82990,"58,281","66,778","86,097","133,454","154,738","205,176","190,079","200,843","212,352","187,133"
1706,BRITAX GROUP LIMITED,70100,"280,630","305,755","260,269","287,454","307,424","301,048","271,418","265,994","263,492","262,913"
1707,EXCHANGE HOUSE SERVICES LIMITED,70100,"162,517","156,684","192,194","201,618","225,277","246,541","236,849","241,695","256,471","246,400"
1708,IG INDEX LIMITED,64999,"147,260","143,214","150,274","163,700","189,100","178,100","196,100","146,100","182,400","234,100"
1709,LANES GROUP PLC,37000,"58,466","101,072","102,140","128,479","165,108","197,938","201,953","210,408","215,485","228,751"
1710,ROSYTH ROYAL DOCKYARD LIMITED,30110,"62,036","66,869","80,515","90,445","96,235","95,491","103,622","102,890","97,257","262,070"
1711,COLT TECHNOLOGY SERVICES,61900,"334,521","368,315","334,347","321,706","334,657","325,577","279,658","292,669","294,823","261,943"
1712,JUPITER ASSET MANAGEMENT LIMITED,64999,"140,752","166,904","184,840","212,500","232,600","262,700","357,800","316,300","267,100","284,900"
1713,MIZUHO INTERNATIONAL PLC,64191,"57,400","132,600","125,400",200,"243,500","285,600","311,700","270,500","239,000","370,000"
1714,JCB HEAVY PRODUCTS LTD,28922,"247,607","221,577","224,046","166,322","178,998","241,331","282,863","243,262","156,834","261,403"
1715,BARRETTS OF CANTERBURY LIMITED,45111,"120,149","141,220","155,532","178,051","200,936","214,889","240,653","229,022","206,263","252,234"
1716,EMPRESARIA GROUP PLC,78109,"194,300","194,400","187,900","187,300","270,400","357,100","366,800","358,000","256,500","258,400"
1717,PETROINEOS MANUFACTURING SCOTLAND LIMITED,19201,"208,231","214,959","240,296","288,715","250,680","286,672","281,103","255,168","209,862","260,855"
1718,BETTYS & TAYLORS GROUP LTD,10710,"133,160","149,132","155,985","163,412","173,619","189,653","208,073","227,410","232,070","252,656"
